"iso_a3","country_name","centroid_lon","centroid_lat","study_count","gdp_year","gdp_current_usd"
"ATG","Antigua and Barb.",-61.7946934270454,17.2774995986249,0,2024,2207622874.07407
"ARM","Armenia",44.9299327563557,40.2895256918901,0,2024,25955275380.0321
"ABW","Aruba",-69.9826771125094,12.5208803838402,0,2024,4265650673.00236
"BHS","Bahamas",-76.6284303801639,24.29036702227,0,2024,15832800000
"BHR","Bahrain",50.5419693231534,26.0420513477029,0,2024,47109734308.5106
"BLZ","Belize",-88.7101048564282,17.2002750901544,0,2024,3203631800
"IOT","Br. Indian Ocean Ter.",72.4454122853791,-7.33059750749216,0,NA,NA
"VGB","British Virgin Is.",-64.4714699220471,18.5258575450706,0,NA,NA
"KHM","Cambodia",104.906943249431,12.7200478566511,0,2024,46352647037.2406
"CPV","Cape Verde",-23.9598882025517,15.9552332421415,0,2024,2725414150.72735
"CYM","Cayman Is.",-80.9121332147047,19.428964972235,0,2023,7241244269.45972
"CAF","Central African Rep.",20.4682683097521,6.56823297047814,0,2024,2751494281.06887
"COM","Comoros",43.6825396847678,-11.877834435528,0,2024,1440991455.45188
"COK","Cook Is.",-159.787242185416,-21.2192728815443,0,NA,NA
"CUW","Curaçao",-68.9711936879736,12.1955167545577,0,2024,3561178196.20713
"CYP","Cyprus",33.0060021957105,34.916672112011,0,2024,37634533331.8902
"PRK","Dem. Rep. Korea",127.192479731944,40.1535031092798,0,NA,NA
"DJI","Djibouti",42.5606754026393,11.7487180558782,0,2024,4152145939.98458
"SLV","El Salvador",-88.8716446906213,13.739437438277,0,2024,35364960000
"GNQ","Eq. Guinea",10.3413792388504,1.70555135464281,0,2024,12765777677.0622
"FRO","Faeroe Is.",-6.88095423425629,62.053854032146,0,2024,4052937169.76536
"FLK","Falkland Is.",-59.3523895599526,-51.7448395440881,0,NA,NA
"FJI","Fiji",165.45195431771,-17.4285803174512,0,2024,5968125909.27126
"ATF","Fr. S. Antarctic Lands",69.2266675844792,-49.2489548494439,0,NA,NA
"GAB","Gabon",11.7886286968418,-0.586600249550737,0,2024,20895684425.6752
"GMB","Gambia",-15.3960129463055,13.4496524351937,0,2024,2404888749.21907
"GRD","Grenada",-61.6822018889197,12.1172504394746,0,2024,1371918518.51852
"GUM","Guam",144.767910219556,13.4416562570342,0,2022,6.91e+09
"GGY","Guernsey",-2.57239063555007,49.4680976127722,0,NA,NA
"HTI","Haiti",-72.6852750898534,18.9350256343081,0,2024,25224154990.7946
"HMD","Heard I. and McDonald Is.",73.5205171004493,-53.0872465617931,0,NA,NA
"KIR","Kiribati",-45.6111051329021,0.860015031710303,0,2024,307862564.489711
"KWT","Kuwait",47.5870045888837,29.3343126156754,0,2024,160227273053.334
"KGZ","Kyrgyzstan",74.5416551328568,41.4622194345521,0,2024,17478259659.2625
"LSO","Lesotho",28.2272313098288,-29.58003188326,0,2024,2271759454.51107
"LBR","Liberia",-9.32207572689762,6.4527849165742,0,2024,4779300900
"LIE","Liechtenstein",9.53574311778692,47.1366583544737,0,2023,8239379403.22096
"MAC","Macao",113.509321161965,22.2231168835447,0,2024,49467258923.3244
"MKD","Macedonia",21.6821134607056,41.5953089336201,0,2024,16951682245.4202
"MDV","Maldives",73.4571300419496,3.72870919988098,0,2024,7061608267.25451
"MHL","Marshall Is.",170.339761223586,7.00376358315318,0,2024,290108489.990234
"MRT","Mauritania",-10.3477981454891,20.2573670559693,0,2024,10908045686.8808
"FSM","Micronesia",153.239437922029,7.45246813658954,0,2024,471425099.488675
"MCO","Monaco",7.40627676856242,43.7527462672009,0,2024,11125783372.4794
