"code","iso","country","WPC.raw.2016","WPC.raw.2017","WPC.raw.2018","WPC.raw.2019","WPC.raw.2020","WPC.raw.2021","WPC.raw.2022"
56,"BEL","Belgium",0.428519890762004,0.420216461822505,0.418755723065838,0.425581971805238,0.745533391150732,0.776192552499818,-9999
84,"BLZ","Belize",0.276001204150139,-9999,-9999,-9999,-9999,-9999,-9999
204,"BEN","Benin",-9999,-9999,-9999,-9999,0.0215034273851021,0.0643999884911041,0.0731986262682336
60,"BMU","Bermuda",1.39108348129872,1.49828561282924,1.46750524109015,1.35187995806669,-9999,-9999,-9999
64,"BTN","Bhutan",-9999,0.153702875138093,-9999,0.137865021443663,-9999,-9999,-9999
68,"BOL","Bolivia",0.234991010542462,0.249816789817898,0.259834597477074,0.243820751373356,0.241576070130105,0.234217102581288,-9999
70,"BIH","Bosnia and Herzegovina",0.358725372638672,-9999,-9999,-9999,-9999,-9999,-9999
72,"BWA","Botswana",-9999,0.204395447333915,-9999,-9999,-9999,-9999,-9999
76,"BRA","Brazil",0.382237964345069,-9999,-9999,-9999,-9999,-9999,-9999
92,"VGB","British Virgin Islands",0.709478798883621,-9999,-9999,-9999,-9999,-9999,-9999
96,"BRN","Brunei Darussalam",-9999,-9999,-9999,0.387857038498064,-9999,-9999,-9999
100,"BGR","Bulgaria",0.404190789276163,0.435277426470266,0.407399989494717,0.441528888389381,0.40798873379997,-9999,-9999
854,"BFA","Burkina Faso",0.13360231263545,-9999,-9999,-9999,-9999,-9999,-9999
108,"BDI","Burundi",0.171692181661616,-9999,-9999,-9999,-9999,-9999,-9999
132,"CPV","Cabo Verde",0.237386146699284,-9999,-9999,-9999,-9999,-9999,-9999
116,"KHM","Cambodia",0.0696978556357084,-9999,-9999,-9999,-9999,-9999,-9999
120,"CMR","Cameroon",0.137933013883904,-9999,-9999,-9999,-9999,-9999,-9999
124,"CAN","Canada",0.695192208075401,-9999,-9999,-9999,-9999,-9999,-9999
136,"CYM","Cayman Islands",0.96377800979841,-9999,-9999,-9999,-9999,-9999,-9999
140,"CAF","Central African Republic",0.225518573248886,-9999,-9999,-9999,-9999,-9999,-9999
148,"TCD","Chad",0.0931192472067149,-9999,-9999,-9999,-9999,-9999,-9999
152,"CHL","Chile",0.399728951957708,0.442167730249327,0.437262779089322,-9999,-9999,-9999,-9999
156,"CHN","China",0.156087751948491,0.163975995588682,0.172925048066335,0.182925718761173,0.177254955768624,-9999,-9999
170,"COL","Colombia",0.452474355735865,-9999,-9999,-9999,-9999,-9999,-9999
174,"COM","Comoros",0.121963410842741,-9999,-9999,-9999,-9999,-9999,-9999
184,"COK","Cook Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888
188,"CRI","Costa Rica",0.295235485687651,-9999,-9999,-9999,-9999,-9999,-9999
384,"CIV","Cote d'Ivoire",0.18340148656818,-9999,-9999,-9999,-9999,-9999,-9999
191,"HRV","Croatia",0.433609528096477,-9999,-9999,-9999,-9999,-9999,-9999
192,"CUB","Cuba",0.616314554606558,0.677795671005599,0.691720095892535,0.663552340335769,0.573452634996138,0.526751655068218,-9999
531,"CUW","Curacao",0.154723752379998,-9999,-9999,-9999,-9999,-9999,-9999
196,"CYP","Cyprus",0.642371925925864,-9999,-9999,-9999,-9999,-9999,-9999
203,"CZE","Czech Republic",0.338811992657433,0.488652630748323,0.493700427698099,0.500193499358594,0.543473282221544,0.570257949629975,-9999
180,"COD","Dem. Rep. Congo",0.176655451647105,-9999,-9999,-9999,-9999,-9999,-9999
208,"DNK","Denmark",0.830480393714396,0.820124267560338,0.813823995846477,0.843935992262,0.813526210840477,0.785591557614117,-9999
262,"DJI","Djibouti",0.112383105584972,-9999,-9999,-9999,-9999,-9999,-9999
212,"DMA","Dominica",0.285408490902604,0.28407880346008,0.289453990935148,0.294002352018816,0.291686922702965,0.290007181130199,-9999
214,"DOM","Dominican Republic",0.386024648371631,-9999,-9999,-9999,-9999,-9999,-9999
218,"ECU","Ecuador",0.252908865818389,0.288666631806246,0.286850303860685,0.280186389982783,0.281195548891199,-9999,-9999
818,"EGY","Egypt",0.210454518623872,-9999,-9999,-9999,-9999,-9999,-9999
222,"SLV","El Salvador",0.275047340666696,0.295506091387868,0.30249130457132,0.320154917625856,-9999,-9999,-9999
226,"GNQ","Equatorial Guinea",0.141853763634557,-9999,-9999,-9999,-9999,-9999,-9999
232,"ERI","Eritrea",0.216016455654451,-9999,-9999,-9999,-9999,-9999,-9999
233,"EST","Estonia",0.37543984982406,0.390167179804825,0.404696904711655,0.369282341219898,0.382844360604789,0.394460423222223,-9999
748,"SWZ","Eswatini",0.190980206980335,-9999,-9999,-9999,-9999,-9999,-9999
231,"ETH","Ethiopia",0.0620437524244199,-9999,-9999,-9999,-9999,-9999,-9999
234,"FRO","Faeroe Islands",1.23232323232323,-9999,-9999,-9999,-9999,-9999,-9999
238,"FLK","Falkland Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888
242,"FJI","Fiji",0.174846548943728,0.179546886408224,0.187563347007867,0.188454837019665,0.182195496726537,0.180742640962441,-9999
246,"FIN","Finland",0.503702889540395,0.510510303339703,0.551352772401539,0.565596313826086,0.609453620308224,0.609274434638984,-9999
250,"FRA","France",0.552600353076439,0.557962601435322,0.556314572227134,0.554826127040722,0.537988623692859,0.560816080120882,-9999
258,"PYF","French Polynesia",0.500781832861508,-9999,-9999,-9999,-9999,-9999,-9999
266,"GAB","Gabon",0.114131734833473,-9999,-9999,-9999,-9999,-9999,-9999
270,"GMB","Gambia",0.0834800790262066,-9999,-9999,-9999,-9999,-9999,-9999
268,"GEO","Georgia",0.294113123801277,0.303346605446392,0.313386262922044,0.311433894767103,0.297101021746684,-9999,-9999
276,"DEU","Germany",0.6330764131719,0.626565188028475,0.606230335056727,0.609100924817194,0.641190975500966,0.646040069340769,-9999
288,"GHA","Ghana",0.165991380362233,0.166380780478279,-9999,-9999,-9999,-9999,-9999
300,"GRC","Greece",0.498052565286228,0.50350177815628,0.514586855608773,0.523523487485336,-9999,-9999,-9999
304,"GRL","Greenland",0.889901398924999,-9999,-9999,-9999,-9999,-9999,-9999
308,"GRD","Grenada",0.24620404061924,-9999,-9999,-9999,-9999,-9999,-9999
320,"GTM","Guatemala",0.174172034665197,-9999,-9999,-9999,-9999,-9999,-9999
831,"GGY","Guernsey",-8888,-8888,-8888,-8888,-8888,-8888,-8888
324,"GIN","Guinea",0.0500303202124552,-9999,-9999,-9999,-9999,-9999,-9999
624,"GNB","Guinea-Bissau",0.157811825448393,-9999,-9999,-9999,-9999,-9999,-9999
328,"GUY","Guyana",0.236140916653822,-9999,-9999,-9999,-9999,-9999,-9999
332,"HTI","Haiti",0.215595016772217,-9999,-9999,-9999,-9999,-9999,-9999
336,"VAT","Holy See",-8888,-8888,-8888,-8888,-8888,-8888,-8888
340,"HND","Honduras",0.228524876627743,-9999,-9999,-9999,-9999,-9999,-9999
344,"HKG","Hong Kong",0.774175567020146,-9999,-9999,-9999,-9999,-9999,-9999
348,"HUN","Hungary",0.379378970312605,0.385193630351227,0.381690380549496,0.387085741738551,0.4034153750891,0.416526473468508,-9999
352,"ISL","Iceland",0.655856951636512,0.655212580081538,0.700270185217211,-9999,0.613977400174097,-9999,-9999
356,"IND","India",0.143429544128467,0.141781577681595,0.14024801777944,0.138817386487234,0.137497686914726,-9999,-9999
360,"IDN","Indonesia",0.248997344596079,-9999,-9999,-9999,-9999,-9999,-9999
364,"IRN","Iran",0.214689823141801,-9999,-9999,-9999,-9999,-9999,-9999
368,"IRQ","Iraq",0.588240380817076,0.830686432388603,0.702771429218232,0.655433876109819,0.716977121802823,-9999,-9999
372,"IRL","Ireland",0.581031620274912,0.575780444599021,0.598276339567844,0.625412922498247,0.643882454744692,-9999,-9999
833,"IMN","Isle of Man",0.605763930497304,-9999,-9999,-9999,-9999,-9999,-9999
376,"ISR","Israel",0.615657734612684,0.623719256768389,0.636984509388931,0.636102054340623,0.648504085685451,0.656931028223008,-9999
380,"ITA","Italy",0.496672318557497,0.488496987835926,0.499240670910612,0.502652970669346,0.486971055345602,-9999,-9999
388,"JAM","Jamaica",-9999,0.360584195278695,-9999,-9999,-9999,-9999,-9999
392,"JPN","Japan",0.339717964053008,0.337822512049901,0.336934493064482,0.337487068931479,0.330022730692771,-9999,-9999
832,"JEY","Jersey",-8888,-8888,-8888,-8888,-8888,-8888,-8888
400,"JOR","Jordan",0.253897073817701,-9999,-9999,-9999,-9999,-9999,-9999
398,"KAZ","Kazakhstan",0.249059415240355,0.275582097221993,0.252537867624433,0.233195386749799,0.242894659440572,0.257136821439842,-9999
404,"KEN","Kenya",0.0372300759145016,0.0355403536604468,0.0367577628098434,0.043065447597664,0.0598144338701853,0.0650968782287853,-9999
296,"KIR","Kiribati",0.301433830043961,-9999,-9999,-9999,-9999,-9999,-9999
689,"XKX","Kosovo",0.179459786662256,-9999,-9999,-9999,-9999,-9999,-9999
414,"KWT","Kuwait",0.474736325941772,0.511240746451311,0.526220442255775,0.582779041228524,0.605213597514382,0.7049222679674,-9999
417,"KGZ","Kyrgyzstan",0.358143529630062,0.400921653805106,-9999,-9999,-9999,-9999,-9999
418,"LAO","Laos",0.0510639187051966,-9999,-9999,-9999,-9999,-9999,-9999
428,"LVA","Latvia",0.48515926447671,0.487036643078508,0.482849913374117,0.520284840847238,0.566984377541502,0.546624846204994,-9999
422,"LBN","Lebanon",0.325950501220796,-9999,-9999,-9999,-9999,-9999,-9999
426,"LSO","Lesotho",0.0342637060421518,-9999,-9999,-9999,-9999,-9999,-9999
430,"LBR","Liberia",0.119943702817855,-9999,-9999,-9999,-9999,-9999,-9999
434,"LBY","Libya",0.341854420293477,-9999,-9999,-9999,-9999,-9999,-9999
438,"LIE","Liechtenstein",0.868666076619583,0.886142324666964,0.801460891755206,0.857300523177335,0.884071021261224,0.869375701221855,-9999
440,"LTU","Lithuania",0.449365614362787,0.460708823983156,0.470551167053088,0.478325958312778,0.489436863666333,0.486587547255812,-9999
442,"LUX","Luxembourg",0.814413398990402,0.798207721821255,0.802697590262357,0.791934206557731,0.789950810492704,0.793670632936706,-9999
446,"MAC","Macao",0.603078405841503,-9999,-9999,-9999,-9999,-9999,-9999
450,"MDG","Madagascar",0.147783227951159,-9999,-9999,-9999,-9999,-9999,-9999
454,"MWI","Malawi",0.0745646625481511,-9999,-9999,-9999,-9999,-9999,-9999
458,"MYS","Malaysia",0.428500625848138,0.427581090528258,0.422442351210618,0.421595087183674,0.416747075820167,0.416484555818611,-9999
462,"MDV","Maldives",0.465613315956782,-9999,-9999,-9999,-9999,-9999,-9999
466,"MLI","Mali",0.103601254452782,-9999,-9999,-9999,-9999,-9999,-9999
470,"MLT","Malta",0.766084530565096,-9999,-9999,-9999,-9999,-9999,-9999
584,"MHL","Marshall Islands",0.178236669494506,-9999,-9999,-9999,-9999,-9999,-9999
478,"MRT","Mauritania",0.11204647707613,-9999,-9999,-9999,-9999,-9999,-9999
480,"MUS","Mauritius",0.38219911954106,0.392706229019865,0.429208969505609,0.424310714581926,0.398963202618612,0.395762887200375,-9999
484,"MEX","Mexico",0.436967909792641,-9999,-9999,-9999,-9999,-9999,-9999
583,"FSM","Micronesia",0.236884876051854,-9999,-9999,-9999,-9999,-9999,-9999
498,"MDA","Moldova",-9999,-9999,-9999,-9999,0.544791607176469,0.604727013692449,-9999
492,"MCO","Monaco",0.822313938118745,0.836383759853148,-9999,-9999,-9999,-9999,-9999
496,"MNG","Mongolia",-9999,-9999,0.587454262670153,0.61674962798885,0.519771061534422,0.554725486904464,-9999
499,"MNE","Montenegro",0.529935276706042,-9999,-9999,-9999,-9999,-9999,-9999
504,"MAR","Morocco",0.195173283796766,-9999,-9999,-9999,-9999,-9999,-9999
508,"MOZ","Mozambique",0.0902641356073493,-9999,-9999,-9999,-9999,-9999,-9999
104,"MMR","Myanmar",0.090134800587655,-9999,-9999,-9999,-9999,-9999,-9999
516,"NAM","Namibia",0.110499399143995,-9999,-9999,-9999,-9999,-9999,-9999
520,"NRU","Nauru",0.541378901809915,-9999,-9999,-9999,-9999,-9999,-9999
524,"NPL","Nepal",-9999,-9999,-9999,0.0453779646878841,-9999,-9999,-9999
528,"NLD","Netherlands",0.52030749403681,0.513212777363721,0.511037148907149,0.507700430686323,0.533440357767394,0.515255650986788,-9999
540,"NCL","New Caledonia",0.400256768558952,-9999,-9999,-9999,-9999,-9999,-9999
554,"NZL","New Zealand",0.722301181561698,0.723159381751703,0.756029873892993,-9999,-9999,-9999,-9999
558,"NIC","Nicaragua",0.239280022310965,-9999,-9999,-9999,-9999,-9999,-9999
562,"NER","Niger",0.0891725737191208,-9999,-9999,-9999,-9999,-9999,-9999
566,"NGA","Nigeria",0.146368152200716,-9999,-9999,-9999,-9999,-9999,-9999
570,"NIU","Niue",-8888,-8888,-8888,-8888,-8888,-8888,-8888
408,"PRK","North Korea",-8888,-8888,-8888,-8888,-8888,-8888,-8888
807,"MKD","North Macedonia",0.302520337854465,-9999,-9999,-9999,-9999,-9999,-9999
578,"NOR","Norway",0.761456513169326,0.755905453451469,0.746748756318185,0.784033439118728,0.609687372800874,0.806837680395457,-9999
512,"OMN","Oman",-9999,-9999,0.373685014008433,0.428871252255165,0.593635883399191,0.64417278329183,-9999
586,"PAK","Pakistan",0.144058180771848,-9999,-9999,-9999,-9999,-9999,-9999
585,"PLW","Palau",0.529116833183655,-9999,-9999,-9999,-9999,-9999,-9999
591,"PAN","Panama",0.344647921418712,0.323443283903741,0.305323443582686,0.301762099361678,-9999,-9999,-9999
598,"PNG","Papua New Guinea",0.11237004264106,-9999,-9999,-9999,-9999,-9999,-9999
600,"PRY","Paraguay",0.290188780513882,-9999,-9999,-9999,-9999,-9999,-9999
604,"PER","Peru",0.225022527221229,0.224190325375791,0.23163568881501,0.237073487835942,0.237357034863129,0.243637584004091,-9999
608,"PHL","Philippines",0.18673126416671,0.187016740098308,0.189898185884576,0.190398459137877,-9999,-9999,-9999
616,"POL","Poland",0.306925817683799,0.315182484312107,0.328771091317257,0.335910455486202,0.346103479584064,0.362252763945672,-9999
620,"PRT","Portugal",0.473683863912205,0.486102346533596,0.506912702300759,0.51340316692272,0.512669561402887,0.514375243277408,-9999
634,"QAT","Qatar",0.445058235195745,0.43676512074284,-9999,-9999,-9999,-9999,-9999
178,"COG","Republic of Congo",0.0869896491571721,-9999,-9999,-9999,-9999,-9999,-9999
642,"ROU","Romania",0.261035950837536,0.27224858802632,0.271952765666169,0.280306559359328,0.290055929718016,0.301675533528453,-9999
643,"RUS","Russia",0.415678284738475,-9999,-9999,-9999,-9999,-9999,-9999
646,"RWA","Rwanda",0.367530476957353,-9999,-9999,-9999,-9999,-9999,-9999
652,"BLM","Saint Barthelemy",-8888,-8888,-8888,-8888,-8888,-8888,-8888
659,"KNA","Saint Kitts and Nevis",0.688292876872855,-9999,-9999,-9999,-9999,-9999,-9999
662,"LCA","Saint Lucia",0.470486868881545,0.423338959037722,0.404749055585537,0.442371334337535,-9999,-9999,-9999
670,"VCT","Saint Vincent and the Grenadines",0.297852545228051,-9999,-9999,-9999,-9999,-9999,-9999
882,"WSM","Samoa",0.0686929961389318,0.075238839486921,-9999,-9999,-9999,-9999,-9999
674,"SMR","San Marino",0.507616007566353,-9999,-9999,-9999,-9999,-9999,-9999
678,"STP","Sao Tome and Principe",0.125036651159154,-9999,-9999,-9999,-9999,-9999,-9999
682,"SAU","Saudi Arabia",0.4825703342713,-9999,-9999,-9999,-9999,-9999,-9999
686,"SEN","Senegal",0.16636160431624,-9999,-9999,-9999,-9999,-9999,-9999
688,"SRB","Serbia",0.332572175086373,-9999,-9999,-9999,-9999,-9999,-9999
690,"SYC","Seychelles",-9999,-9999,-9999,0.555821820877418,0.465581699164733,0.455484961572765,-9999
694,"SLE","Sierra Leone",0.081429033136627,-9999,-9999,-9999,-9999,-9999,-9999
702,"SGP","Singapore",0.33349484946631,0.328508970339144,0.32658759394004,0.303528869382101,0.247487581623539,0.304717459185274,-9999
534,"SXM","Sint Maarten",-8888,-8888,-8888,-8888,-8888,-8888,-8888
703,"SVK","Slovakia",0.348015153574116,0.378362239374971,0.413823162383732,0.42151412494016,0.478491075097269,0.496030380116782,-9999
705,"SVN","Slovenia",0.456649307859114,0.471353879329535,0.486524383599162,0.503738534800815,0.487058003185854,0.510891669619592,-9999
90,"SLB","Solomon Islands",0.286533022303702,-9999,-9999,-9999,-9999,-9999,-9999
706,"SOM","Somalia",0.162745684607133,-9999,-9999,-9999,-9999,-9999,-9999
710,"ZAF","South Africa",0.327126694680899,-9999,-9999,-9999,-9999,-9999,-9999
410,"KOR","South Korea",0.38351340785424,0.380423918408168,0.396806696178372,0.409020015148954,0.435268541518182,-9999,-9999
728,"SSD","South Sudan",0.242242505380168,-9999,-9999,-9999,-9999,-9999,-9999
724,"ESP","Spain",0.46342765827995,0.472557862261381,0.475001428487359,0.4723045928853,0.464239331220058,0.471868524699072,-9999
144,"LKA","Sri Lanka",0.125992903974479,-9999,-9999,-9999,-9999,-9999,-9999
275,"PSE","State of Palestine",0.414364611922686,0.385229979257164,0.42070686156282,0.406623311086887,0.409141647345662,0.411845326160787,-9999
729,"SDN","Sudan",0.0719018424102555,-9999,-9999,-9999,-9999,-9999,-9999
740,"SUR","Suriname",0.438825878402297,0.417984645511544,0.407188094806665,0.413743878920167,0.493414268069508,0.452282552477211,-9999
752,"SWE","Sweden",0.447340721156777,0.45248922765428,0.43399578623113,0.44858942412734,0.430774615823414,0.417826321925388,-9999
756,"CHE","Switzerland",0.729829741867713,0.716119241789391,0.713236154337854,0.716058722327905,0.712833608979285,0.711436408155106,-9999
760,"SYR","Syria",0.237288557439545,-9999,-9999,-9999,-9999,-9999,-9999
158,"TWN","Taiwan",0.316964401019541,0.333922871324933,0.412932765271949,0.415727577002923,0.418898815839735,0.429906395721925,0.483071308833011
762,"TJK","Tajikistan",0.204852132609952,-9999,-9999,-9999,-9999,-9999,-9999
834,"TZA","Tanzania",0.17052734760514,-9999,-9999,-9999,-9999,-9999,-9999
764,"THA","Thailand",0.383389547985139,0.386046461375706,0.392715636004048,0.402649007514091,0.354945985531523,0.348877307099585,-9999
626,"TLS","Timor-Leste",0.0521615075431052,-9999,-9999,-9999,-9999,-9999,-9999
768,"TGO","Togo",0.144756455582133,-9999,-9999,-9999,-9999,-9999,-9999
776,"TON","Tonga",0.163075309582147,-9999,-9999,-9999,-9999,-9999,-9999
780,"TTO","Trinidad and Tobago",0.495378165558452,-9999,-9999,-9999,-9999,-9999,-9999
788,"TUN","Tunisia",0.231052279685875,-9999,-9999,-9999,-9999,-9999,-9999
792,"TUR","Turkiye",0.416727382582003,0.416287884445022,0.417018358226993,0.419457278796628,0.41101591591119,-9999,-9999
795,"TKM","Turkmenistan",0.0851997619177853,-9999,-9999,-9999,-9999,-9999,-9999
796,"TCA","Turks and Caicos Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888
798,"TUV","Tuvalu",0.367626842978253,-9999,-9999,-9999,-9999,-9999,-9999
800,"UGA","Uganda",0.18181571882678,-9999,-9999,-9999,-9999,-9999,-9999
804,"UKR","Ukraine",0.329384587530386,0.326512418915441,0.340669669549766,0.354245214441974,-9999,-9999,-9999
784,"ARE","United Arab Emirates",0.579216766252832,0.589085529753881,0.602316372651315,0.609844909434454,0.57325362573646,-9999,-9999
826,"GBR","United Kingdom",0.483058979901913,0.467715488994864,0.462996160557792,0.458777527623707,0.461930839021036,0.465813901791422,-9999
840,"USA","United States of America",0.74413532790462,0.741200994419216,0.802723110684807,-9999,-9999,-9999,-9999
858,"URY","Uruguay",0.369134705966958,-9999,-9999,-9999,-9999,-9999,-9999
860,"UZB","Uzbekistan",0.125596978136706,-9999,-9999,-9999,-9999,-9999,-9999
548,"VUT","Vanuatu",0.247955599573473,-9999,-9999,-9999,-9999,-9999,-9999
862,"VEN","Venezuela",0.382104466931546,0.328431389114649,0.454850390723546,0.586855366732471,0.548941769958519,-9999,-9999
704,"VNM","Viet Nam",0.102766634843654,-9999,-9999,-9999,-9999,-9999,-9999
876,"WLF","Wallis and Futuna Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888
732,"ESH","Western Sahara",-8888,-8888,-8888,-8888,-8888,-8888,-8888
887,"YEM","Yemen",0.1652257863479,-9999,-9999,-9999,-9999,-9999,-9999
894,"ZMB","Zambia",0.155552551112817,-9999,-9999,-9999,-9999,-9999,-9999
716,"ZWE","Zimbabwe",0.100310087302694,-9999,-9999,-9999,-9999,-9999,-9999
