"code","iso","country","GHG.raw.1850","GHG.raw.1851","GHG.raw.1852","GHG.raw.1853","GHG.raw.1854","GHG.raw.1855","GHG.raw.1856","GHG.raw.1857","GHG.raw.1858","GHG.raw.1859","GHG.raw.1860","GHG.raw.1861","GHG.raw.1862","GHG.raw.1863","GHG.raw.1864","GHG.raw.1865","GHG.raw.1866","GHG.raw.1867","GHG.raw.1868","GHG.raw.1869","GHG.raw.1870","GHG.raw.1871","GHG.raw.1872","GHG.raw.1873","GHG.raw.1874","GHG.raw.1875","GHG.raw.1876","GHG.raw.1877","GHG.raw.1878","GHG.raw.1879","GHG.raw.1880","GHG.raw.1881","GHG.raw.1882","GHG.raw.1883","GHG.raw.1884","GHG.raw.1885","GHG.raw.1886","GHG.raw.1887","GHG.raw.1888","GHG.raw.1889","GHG.raw.1890","GHG.raw.1891","GHG.raw.1892","GHG.raw.1893","GHG.raw.1894","GHG.raw.1895","GHG.raw.1896","GHG.raw.1897","GHG.raw.1898","GHG.raw.1899","GHG.raw.1900","GHG.raw.1901","GHG.raw.1902","GHG.raw.1903","GHG.raw.1904","GHG.raw.1905","GHG.raw.1906","GHG.raw.1907","GHG.raw.1908","GHG.raw.1909","GHG.raw.1910","GHG.raw.1911","GHG.raw.1912","GHG.raw.1913","GHG.raw.1914","GHG.raw.1915","GHG.raw.1916","GHG.raw.1917","GHG.raw.1918","GHG.raw.1919","GHG.raw.1920","GHG.raw.1921","GHG.raw.1922","GHG.raw.1923","GHG.raw.1924","GHG.raw.1925","GHG.raw.1926","GHG.raw.1927","GHG.raw.1928","GHG.raw.1929","GHG.raw.1930","GHG.raw.1931","GHG.raw.1932","GHG.raw.1933","GHG.raw.1934","GHG.raw.1935","GHG.raw.1936","GHG.raw.1937","GHG.raw.1938","GHG.raw.1939","GHG.raw.1940","GHG.raw.1941","GHG.raw.1942","GHG.raw.1943","GHG.raw.1944","GHG.raw.1945","GHG.raw.1946","GHG.raw.1947","GHG.raw.1948","GHG.raw.1949","GHG.raw.1950","GHG.raw.1951","GHG.raw.1952","GHG.raw.1953","GHG.raw.1954","GHG.raw.1955","GHG.raw.1956","GHG.raw.1957","GHG.raw.1958","GHG.raw.1959","GHG.raw.1960","GHG.raw.1961","GHG.raw.1962","GHG.raw.1963","GHG.raw.1964","GHG.raw.1965","GHG.raw.1966","GHG.raw.1967","GHG.raw.1968","GHG.raw.1969","GHG.raw.1970","GHG.raw.1971","GHG.raw.1972","GHG.raw.1973","GHG.raw.1974","GHG.raw.1975","GHG.raw.1976","GHG.raw.1977","GHG.raw.1978","GHG.raw.1979","GHG.raw.1980","GHG.raw.1981","GHG.raw.1982","GHG.raw.1983","GHG.raw.1984","GHG.raw.1985","GHG.raw.1986","GHG.raw.1987","GHG.raw.1988","GHG.raw.1989","GHG.raw.1990","GHG.raw.1991","GHG.raw.1992","GHG.raw.1993","GHG.raw.1994","GHG.raw.1995","GHG.raw.1996","GHG.raw.1997","GHG.raw.1998","GHG.raw.1999","GHG.raw.2000","GHG.raw.2001","GHG.raw.2002","GHG.raw.2003","GHG.raw.2004","GHG.raw.2005","GHG.raw.2006","GHG.raw.2007","GHG.raw.2008","GHG.raw.2009","GHG.raw.2010","GHG.raw.2011","GHG.raw.2012","GHG.raw.2013","GHG.raw.2014","GHG.raw.2015","GHG.raw.2016","GHG.raw.2017","GHG.raw.2018","GHG.raw.2019","GHG.raw.2020","GHG.raw.2021","GHG.raw.2022"
440,"LTU","Lithuania",3498.72743798662,3538.4,3576.52,3617.37,3628.29,3669.9802958304,3701.8,3737.19,3777.59360691078,3780.62746187507,3812.26664604919,3816.895739576,3843.22215655367,3873.53197525903,3874.55748576351,3901.33968518761,3950.79236664321,3982.20835427273,3976.70098304498,4016.35434190225,4019.50683715675,4074.41012925514,4133.08344033551,4173.34507198726,4263.5817419249,4360.41317330001,4465.2967612288,4551.68787288508,4656.40033017561,4700.50282543011,4771.00258228306,4819.60088387244,4868.61698603772,4926.30234404246,4964.50300246214,5016.52906175699,5029.92257802045,5074.69879472149,5119.58426235554,5173.35748769505,5233.54978757939,5311.00022674046,5375.42757898622,5505.34065673245,5556.02326652272,5657.90543779577,5736.77557621998,5846.37745656908,5948.80076338685,6079.18342159785,6203.26578397845,6253.97186716174,6256.55492037569,6266.89096985762,6354.77632359975,6294.34745359416,6427.1750355553,6559.99792283783,6595.81511277094,6706.65147770911,6716.90686877136,6799.98331945039,7008.47163640299,7202.52726699354,7187.3126047286,7207.33572896403,7366.97053391579,7391.81735570932,6845.24073330425,6845.02350476332,6879.33635279418,6903.90137209809,7002.38878684011,7071.51152097906,7180.63855414982,7219.65603500688,7484.28554083139,7692.8585004231,7834.03980269964,7924.6647795094,8389.23655775535,8764.09173607412,9038.7693001498,9321.40326924221,9849.01340149749,10246.8629041137,10745.9754220479,10854.7089601388,11098.8926858655,11405.1690065499,12178.7352605316,11582.2646396499,9538.72297271298,9731.2788084866,10977.0629493132,11282.2832981257,11889.2941144671,12889.0061279975,13321.4487454755,14181.4821190675,14969.7467753514,15654.6839572103,16325.5462800822,16928.8406290668,17899.8484856942,19338.6524831159,20587.3106788195,21901.0800178033,22979.1410018131,23919.4867798101,24725.007545378,25364.4586478538,26714.8346420054,28331.7093686039,29493.8855075458,30967.3223603453,32772.6057082539,34199.2695538876,35073.1982781434,36120.612431381,37137.7181383362,39168.7349165355,40924.4897426772,42543.5594827346,44044.6592270585,45800.9767708824,47130.258588832,48343.3926797541,49756.1532585578,50052.5147956419,51629.8263938548,50903.1907517222,51643.5904687014,52448.6259054229,52940.8815924597,55944.1217551271,51925.5021146367,51794.4361638164,52241.8010085451,52104.1776183663,49550.8729797811,50842.2768786101,33834.9411297142,27216.2409605194,25601.4350501044,24353.4527812654,25283.7929657274,24791.1463881989,25711.6526200877,22895.6957272832,21267.1346900038,21861.0367044692,22322.5290652584,22356.230765768,23188.7689180878,23955.7499478743,24291.0827057713,26287.5528320354,25362.347534284,22805.2129498779,23824.0690377782,24548.6512297414,24768.7515485174,23435.1492798883,23325.6969294937,23824.3576022727,23744.636944121,23936.587521623,23609.2460150158,23848.7750879094,23495.0735455394,23652.0745051854,21887.416370347
442,"LUX","Luxembourg",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,582.881888661417,610.434940944882,636.527909133858,660.163777322835,680.796145511811,8067.30081370078,9670.00041370078,10074.6609876401,9334.41318188976,9475.69296598425,10591.6263346035,11088.3144500787,11568.0829251738,10827.5556705512,11174.6253864567,12278.8072387402,12365.0968069292,12368.9328069292,12277.0619546457,13099.5682024995,13022.2595228347,12460.1335105891,12216.4731023622,13144.1726172943,14094.6779546457,14647.7733751181,14114.6370884276,14411.1432743625,15120.5819502153,15399.2455437578,12820.0645008051,12818.100364885,11912.9998384262,12864.4903015445,13151.3822220925,12060.0232460308,10461.5534800556,9891.65350851497,9328.84289431946,9980.00536003379,10223.5863808795,10087.0668945092,9793.67993127646,10078.4804691425,10838.6873042124,12827.1032151881,13452.0553663478,13222.4643718351,13371.2777571277,12563.6208710559,10174.9585553685,10220.6905524039,9569.19352448018,8660.57736073603,9145.55131165744,9644.54846799225,10144.440339351,10978.9665098773,11432.6278141534,12819.05696674,13056.9350032899,12883.4548946778,12286.862899876,12158.0802612587,11609.3503708071,12211.8510284581,12092.7355091147,11835.1131547089,11311.395190948,10801.5449179282,10304.8462202492,10055.0050572099,10232.2222543723,10507.6050533405,10697.4825582899,8969.89008595519,9328.4234565701,8408.37839915868
446,"MAC","Macao",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,32.60605,32.92719,33.26744,33.07734,55.15416,54.70844,58.20145,61.96646,62.06201,69.47737,84.75108,104.10175,131.2326,144.1023,168.0176,173.3409,193.8369,210.3696,215.9649,217.6242,258.7041,281.4222,283.4006,276.4002,320.2064,348.8126,303.5645,357.9552,463.9392,465.4104,580.8731,588.9089,539.165,741.108,665.9062,795.2878,943.1201,1042.9878,1036.9642,1104.7373,1110.3053,1172.2802,1164.5299,1265.5297,1360.3724,1321.7813,1499.0203,1582.868,1654.5022,1615.6421,1726.9309,1783.3318,1616.9658,1635.1052,1822.7734,1937.7174,1731.7299,1478.437,1246.1278,2008.5809,1350.8352,1416.167,1259.309,1114.3575,1421.3007,1909.103,1922,2072.646,1385.566,1360.064,1177.522,1216.06238019026,1200.82110458489
450,"MDG","Madagascar",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,8529.51218409449,8606.45406818898,8646.19718409449,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,13705.93394,-8888,15857.2415940945,16811.7423440945,17520.6431140945,18311.3918840945,18524.5686840945,18776.5873,18802.1283,18837.3694,18850.5266,18890.8839,18940.2213,19160.9468,19459.4484,19920.0981,19087.832,20135.378868189,20228.5146045669,20359.4002435331,20841.1146204724,22632.5426886614,23195.8247727559,23592.0150568504,22930.8016409449,24169.1181409449,20982.1843984504,21923.1633568504,22445.72995169,22504.5802727559,23854.6207727559,22854.5329490048,23987.4091896552,25602.6330159099,26968.86155807,27261.2727171308,26372.0797083163,26960.1836781126,26597.1440197309,25968.4318522382,26154.9975668789,26347.8712815195,27338.3985832758,26278.883968506,26490.4987656103,27898.1926609255,28007.0662850955,28339.4049092654,28832.3595334354,28575.8314384036,29056.7405211836,29388.8387643599,29576.2820180692,30540.8533008776,30428.3358956769,30249.4832172313,29020.220143942,26886.5087532359,29672.0576946507,28680.376479236,32507.779725983,31530.4107626868,33340.0192637046,32498.1576180956,33361.5793467884,33688.0429741692,33947.5446083632,35277.5139469529,34607.7895889974,35816.0679549214,35956.0839549214,37365.8879549214,37514.8906065619,36253.4180942652,38199.3601332204,38545.2479549214,38431.275499583,38161.3933690474
454,"MWI","Malawi",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,2045.74460767389,2088.85871299165,2129.26027841298,2158.07073713327,2186.79719278258,2243.76613983617,2278.01845904429,2288.33578996384,2247.17899286533,2308.36012196766,2311.43656342778,2415.35841894716,2408.10539081934,2424.14789778191,2467.02493637795,2556.13633637795,2685.68650456693,2718.77010456693,2806.06869450585,2864.05795590551,3163.4525568504,3099.31798253567,3279.36145814506,3408.43741625794,3438.04554612202,3595.26147709724,3756.97221461611,3896.19565293508,4065.31424364849,4154.76601613439,4222.71325160427,4244.51116993983,4375.3950283907,4384.0217119545,4387.3626404937,4558.88307656471,4693.9607975721,5029.7840261113,4772.68871918545,4952.4971831897,5559.51821282383,5740.89946344856,5773.32387836249,5857.88519758763,5511.22,5706.48182186235,5902.38,5919.97508108108,6158.604,6230.724,6468.096,6252.38275510199,6727.00542100272,7068.44918528878,7129.0881685554,7294.352861809,7592.06307189348,8075.24971564514,8649.55340512279,8797.19699603663,9451.79828872707,9785.45438746072,10125.0126494673,10535.5774729871,11072.4592869428,11541.9850721338,11854.5127864014,12449.7730723886,14230.0245724842,15343.1073582485,16970.4571452232,17482.1197917323,18313.1718029389
458,"MYS","Malaysia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,1216.001,1283.031,1368.927,1389.417,1480.74,1600.977,1673.582,1699.101,1794.236,1845.676,1842.156,1868.718,1910.209,1948.855,1969.454,2018.967,2058.034,2150.706,2197.92,2318.414,2433.366,2261.47,2345.12,2459.868,2620.37,2752.504,3173.15,3346.532,3438.362,3610.8,4027.762,4408.094,5090.528,5759.26,5736.766,6284.576,6788.642,6834.708,7331.446,7704.542,7323.788,6425.476,5602.93,5490.266,5722.952,5886.022,6217.636,6631.41,6286.118,6164.33,7140.564,6834.814207,5406.040784,6218.24167,6173.85679,5868.32208,6043.70549,6298.83494,6959.34083706587,7139.04171,9710.3788376947,11389.6587538941,12714.2986825545,12991.9631498875,13679.5393580022,14262.9428036152,14607.9866423696,10961.4292257284,11519.6382871466,11025.8949745182,12362.4118891975,13121.111584252,13487.5722001575,14767.5125206299,16671.0142242774,17994.8155812099,19707.5301549606,20261.9203026772,21010.05558,19764.8085004724,25782.0116177242,28174.3001294849,30111.7471684782,29921.0079491523,31266.7400010255,32350.3605828224,38024.5267016335,37183.2364112283,38666.3530353891,44997.557872604,45670.0280970198,48215.8030272833,48878.0943976822,58950.9738860084,58336.6125015887,60660.5638120634,66880.4891283107,68255.1979517598,71417.026153332,80291.8975694918,85375.294,98332.164,106651.646,121905.766812382,124393.06496,147579.196744,152185.395224814,166182.91694,154065.281964,148593.149732,171215.35235845,179457.438309833,182909.73126,208469.236684,228902.393148,231885.031004,232680.847216,238170.793026567,258278.962296396,254830.478776,260989.002584,265084.342409461,275167.775659721,305808.983984907,310538.413245296,302287.440708405,304739.268879359,309813.690792915,328482.680623328,334377.782394487,334097.063311216,346493.297570068,360036.565433006
462,"MDV","Maldives",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,19.27765,24.20317,25.38642,27.10981,28.54898,33.70392,38.72782,43.81987,52.70989,61.69719,78.13534,83.7098,85.3964,91.3193,101.8061,111.4476,127.8175,129.314,146.2572,176.4105,225.5107,208.9329,288.0276,256.8211,261.2084,316.5631,359.5618,401.4695,375.289,498.3224,538.8933,550.1513,689.4083,603.9679,773.9272,710.3383,863.0666,906.4064,976.1,1022.398,1082.954,1144.602,1284.444,1272.38,1515.239,1469.849,1634.478,1718.228,1953.293,2179.976,1876.397,1954.59982177947,1941.19138257753
466,"MLI","Mali",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,12547.4442,12756.6253,11719.0624,12312.8478,12540.2894,13220.9912,14059.8771,14324.8512,14684.6295,14495.5839,15330.4465,15643.1532,15723.1043,14189.1281,13911.5382045669,11768.8830045669,12894.9982886614,13439.5161891583,14575.3377497537,14175.1176643944,15542.487223228,18230.0225962054,17606.4677249898,19074.9195383656,16974.7135825586,15740.4144113429,14267.1831401273,14622.7159689117,15009.3137976961,15170.6436264805,16020.8014552649,17361.9605536418,17366.1120950318,17430.3316364218,17716.3831778118,18063.9025394013,18522.2103693847,19584.9814811891,19915.0650150576,21163.32,22626.46,23320.424,22974.188,23669.32,24411.36,26884.976,27779.208,27979.016,29133.932,30753.076,30553.66,32360.88,33205.908,34265.86,35559.3943441688,36815.7494016541,38240.3766106699,42581.8384713261,43692.3203319822,45105.4615836892,47514.0952705263,49965.1461557758,51607.7574822832,53495.556978025
470,"MLT","Malta",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,324.748803,337.074554,323.752304,313.822055,392.426405,426.790756,383.939106,400.010757,419.773707,479.867958,433.16221,391.24626,427.7235,506.37493,598.22917,572.11711,522.39125,633.0053,754.60936,773.07843,782.44452,782.31968,960.49896,928.06134,864.95081,789.36733,897.42889,943.45546,1073.18503,1038.43257,1152.69606,1267.88355,1443.77811,1142.2817,1525.56331,1363.67089,1663.36444,2039.42091,2201.3303,2364.6045,2627.27139892615,2475.52504686527,2511.21561207401,3110.84167070802,2882.50580665995,2673.58706365571,2748.86882561332,2781.52190186959,2746.154296188,2800.87932981423,2701.76249774605,2979.87768280562,2991.88076045548,3214.22617301659,3111.88101560067,2952.18099407956,3014.28001323192,3103.58350293582,3086.19076339554,2942.26473601328,3039.33408710084,3044.1790563767,3130.32686916906,2806.71664499348,2807.05822771323,2128.00147622047,1825.64435255174,2006.64181502535,2018.88384891335,2122.36129425849,2069.60536617892,2079.94841011375,2137.43737402784
584,"MHL","Marshall Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,82.81934,90.20174,90.25341,93.91741,94.29548,94.29548,97.98668,94.34715,106.99662,110.66861,118.09995,114.63181,125.87953,122.50674,130.33546,134.74781,139.40516,144.21489,149.1499,151.82581,148.62987,152.76193,156.89672,157.39198,157.83274,161.9648,162.43286,162.89,163.3799,170.240261935953,168.978734006891
478,"MRT","Mauritania",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,6064.1427,6239.0981,5545.3217,5674.3396,5817.0798,5960.7542,6159.9349,6322.5478,6504.2709,6728.7842,6006.5917,6187.6834,6019.4457,5587.8029,5528.0928,4821.1054,4991.0503,5197.1755,5439.0067,5510.9718,5633.673,5779.147,6090.34415555556,6494.874,6045.99,5729.483,5804.723,5653.241,8690.919,8855.561,8705.962,7219.614,7466.541,7348.518,7537.422,7455.844,7559.528,8168.48,8542.836,8984.368,9584.596,10081.176,10268.58,10382.414,10643.488,10707.432,10969.538168,11664.247548,11678.282164,11030.815768,11778.658328,12309.95984,12516.5313310582,13058.4708221164,13032.7553807076,13702.009543659,14501.0862388328,14231.1033272916,15155.5206562517,15598.0236867031,16088.32,16542.236,17212.1083372179,17390.6883837915
480,"MUS","Mauritius",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,523.158,470.965,514.705,534.154,541.796,491.088,591.15,600.436,600.642,627.321,599.196,624.307,714.592,687.044,800.764,810.284,793.074,1038.508,1190.418,1142.048,1043.922,977.992,1309.552,1285.746,1287.072,1183.758,1225.382,1261.356,1245.264,1281.711,1215.691,1168.875,1136.738,1239.916,1276.04,1368.89,1474.936,1635.775,1559.404,1774.233,2207.307,2266.884,2463.967,2532.864,2395.56,2645.805,2755.842,2810.288,3007.867,3284.011,3581.94,3777.362,3761.529,3902.124,3934.769,4090.863,4869.778,4983.763,5114.242,5099.806,5356.246,5427.556,5543.097,5676.49,5899.467,5923.56,6116.136,6421.033,6375.161,6501.807,5852.858,6217.42912440943,6430.79746698625
484,"MEX","Mexico",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,13735.445,14006.448,14149.527,14380.28,14540.76,14862.172,15239.152,15529.364,15765.754,16313.602,16894.792,17310.876,17769.83,18271.746,18585.174,19143.836,19850.692,21917.536,22072.322,22839.036,27825.782,28007.994,31070.13,29578.112,33697.368,36593.86,45623.338,50270.032,60740.052,95919.998,110329.388,105956.436,92895.004,89020.736,78636.52,66532.144,53907.992,46511.5102387402,44944.4588069291,43564.468,40291.808,40113.78,41117.316,43804.384,46955.7616592126,48054.156886306,51559.711352441,51405.9562599588,50347.0399092913,51437.9790597769,51732.2867388977,48769.0431864034,50271.8808946574,53143.2855798425,57658.4706935433,62962.843984511,68961.6266368504,71764.1232373025,71532.0580714745,74507.3110916535,80860.6985007874,85020.5962053544,86489.534489449,87839.6916144882,93616.5858418898,98746.8160692915,108821.586096081,116129.100012598,122932.568546772,130357.987319685,133439.203331023,134201.614325759,139719.494297053,151252.025622421,155627.997042398,165503.570343307,177801.731116213,184141.130650708,195295.289202463,210669.079560315,224273.904401847,232663.259146234,246897.827673115,262032.323426207,277466.738512619,301512.575293293,314032.234564514,347895.239943756,370179.752493058,406152.832232188,430063.436642684,456016.051167278,430813.869227416,432387.59800563,446960.505053535,453872.194002675,467340.063298116,466747.560588864,489240.32067102,484053.355246984,497633.158,501866.138,513792.214,536401.10896,526202.70656,542894.679642937,577566.011877785,602355.642482117,607240.264356,616680.994123999,634271.605008,640077.055667982,673346.738603998,677249.530375334,709722.955688,727854.219832001,734998.889744001,741712.283176,734168.350679999,731721.413439999,765023.736313724,779967.846605551,777236.167306966,766747.70166266,760088.785796442,764088.75882845,751321.949481071,757528.863044738,757310.145789914,739024.085673831,770643.339228932,821234.958325495
