"code","iso","country","GHI.raw.1990","GHI.raw.1991","GHI.raw.1992","GHI.raw.1993","GHI.raw.1994","GHI.raw.1995","GHI.raw.1996","GHI.raw.1997","GHI.raw.1998","GHI.raw.1999","GHI.raw.2000","GHI.raw.2001","GHI.raw.2002","GHI.raw.2003","GHI.raw.2004","GHI.raw.2005","GHI.raw.2006","GHI.raw.2007","GHI.raw.2008","GHI.raw.2009","GHI.raw.2010","GHI.raw.2011","GHI.raw.2012","GHI.raw.2013","GHI.raw.2014","GHI.raw.2015","GHI.raw.2016","GHI.raw.2017","GHI.raw.2018","GHI.raw.2019","GHI.raw.2020","GHI.raw.2021","GHI.raw.2022"
140,"CAF","Central African Republic",5.16717721302867e-06,5.29564662395455e-06,5.67783060431742e-06,5.6688251165977e-06,5.44097044998285e-06,5.11466459844272e-06,5.95497409210848e-06,5.71050369682593e-06,5.98699076245652e-06,5.1663676208248e-06,6.0821623832379e-06,4.8719850710567e-06,4.20654804003968e-06,5.79624561457678e-06,4.78948142905926e-06,5.02038381228554e-06,4.87763300943554e-06,4.74207905331855e-06,4.93919388819245e-06,3.65642859580628e-06,3.91458238567939e-06,3.97877143546044e-06,3.25477191966858e-06,5.42504985242571e-06,5.29343940707212e-06,5.21408977997197e-06,5.43092975442953e-06,4.73936252672849e-06,4.67554282219226e-06,4.17345505919034e-06,4.43466250566842e-06,4.42901492469534e-06,4.50732142350059e-06
148,"TCD","Chad",2.60185058250739e-06,3.41695281555219e-06,3.29506535783663e-06,4.05139790422231e-06,3.83918666674378e-06,3.96027763958931e-06,4.42311737802079e-06,4.27636450161257e-06,4.1221490261174e-06,4.43090783938813e-06,4.86057538770744e-06,3.96094584146901e-06,3.9347173803758e-06,3.67277379522486e-06,2.95709293744183e-06,2.67199362439684e-06,2.72376168706398e-06,2.78636752310427e-06,2.75575988836798e-06,2.74850403230451e-06,2.56215068528009e-06,2.69060309242313e-06,2.6152323671339e-06,2.57868242635951e-06,2.52183440724216e-06,2.65987464873909e-06,3.01176229931894e-06,3.21802578380083e-06,3.32891835877547e-06,3.34697346221888e-06,3.61534976682079e-06,3.80784744619595e-06,3.89177592286782e-06
152,"CHL","Chile",4.44410553156165e-07,3.98502565867726e-07,3.73142832492527e-07,3.66381055578772e-07,3.74952328131031e-07,3.71178801304949e-07,3.85821427475828e-07,3.95887515513346e-07,3.86518936306399e-07,4.09942976137011e-07,3.79181800796273e-07,3.46140173348439e-07,3.4312435359025e-07,3.28358315971703e-07,3.27940112626551e-07,3.15460975651612e-07,3.07787559641767e-07,3.14707251140112e-07,3.0718100112084e-07,2.94249179736709e-07,2.87964453380779e-07,2.96738049782462e-07,2.86989990114981e-07,2.77709052473506e-07,2.61163681637742e-07,2.65073719274919e-07,2.67077514432375e-07,2.6553452327461e-07,2.59170804068622e-07,2.74879709272637e-07,2.67230498780691e-07,2.58949582537387e-07,2.45728309728007e-07
156,"CHN","China",2.33354863468097e-06,2.21106856966964e-06,1.99812632155749e-06,1.84024292413462e-06,1.71100850045979e-06,1.66880521178987e-06,1.57263088787225e-06,1.42684522091925e-06,1.28426369820442e-06,1.2494214670626e-06,1.17661588470315e-06,1.10848505474297e-06,1.09398173074001e-06,1.14013444036935e-06,1.11546356119786e-06,1.11591813268959e-06,1.08023158768355e-06,1.00122484668215e-06,9.65446993336344e-07,9.22926062985397e-07,9.03468647701874e-07,9.04809948368131e-07,8.59718094039834e-07,8.13125576716226e-07,7.63336649183066e-07,7.02806694384105e-07,6.50704850550415e-07,6.22464453236023e-07,6.01650368550932e-07,5.84703054774354e-07,5.82786022457759e-07,5.57207136902298e-07,5.46202883363976e-07
170,"COL","Colombia",5.07970906742391e-07,4.95261043692299e-07,4.99008082298357e-07,4.82494084363235e-07,4.72603521043749e-07,4.32232214131353e-07,4.26230929046777e-07,4.32203551084016e-07,4.36620344447843e-07,4.15197172722933e-07,4.14599816672674e-07,4.15095611126386e-07,4.05344998045715e-07,3.99407080683387e-07,3.74700029930255e-07,3.72075035267714e-07,3.55097497627028e-07,3.35506905313514e-07,3.39045028895027e-07,3.48564790715035e-07,3.46467535113517e-07,3.19381525714032e-07,3.09039219428401e-07,3.06828336902991e-07,3.10371887012009e-07,2.96511720936537e-07,2.97928247227097e-07,2.88199235419321e-07,2.80661421242105e-07,2.87754079813703e-07,3.04310060891602e-07,2.85366655038724e-07,2.71903320608067e-07
174,"COM","Comoros",3.23593727869524e-07,3.47071078898642e-07,3.29140250300916e-07,3.30858276027043e-07,3.52093108101851e-07,3.51779904427854e-07,3.64069604080869e-07,3.57354024217296e-07,3.684224452096e-07,3.72554607637347e-07,3.30237836622006e-07,3.36457901408247e-07,3.36083085817816e-07,3.43514490661719e-07,3.50594211161034e-07,3.45116342343408e-07,3.59887206194482e-07,3.14665437809233e-07,3.21678885683706e-07,3.30680351264013e-07,3.42120560773266e-07,3.30701271127395e-07,3.33608350366796e-07,3.37876953843846e-07,3.27460204136045e-07,3.36792785765844e-07,3.42985677904193e-07,3.574492698581e-07,3.57254490569351e-07,3.60725717851576e-07,3.91372066975217e-07,4.00635009726367e-07,3.92623482621457e-07
184,"COK","Cook Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
188,"CRI","Costa Rica",3.04127739254926e-07,3.11735233960303e-07,3.00966856316e-07,2.86602801694734e-07,2.9992180675553e-07,2.67475938890315e-07,2.64084044367119e-07,2.57766519166403e-07,2.48373554436192e-07,2.36978830789617e-07,2.21896264671647e-07,2.16660178288391e-07,2.19824145512077e-07,2.19233849504537e-07,2.13516801021423e-07,2.01308890221787e-07,1.9047181539241e-07,1.95181470221337e-07,1.90349050232703e-07,1.86790911836769e-07,1.76863927356704e-07,1.70919079293887e-07,1.61471044995323e-07,1.63563246779675e-07,1.58569829584595e-07,1.51294996187566e-07,1.53248414479429e-07,1.50590686787752e-07,1.49447043165385e-07,1.4448518804167e-07,1.3818483382878e-07,1.34568084079984e-07,1.32410117341918e-07
384,"CIV","Cote d'Ivoire",2.75853884022366e-07,2.71871733587519e-07,2.68678683691411e-07,2.95039913480121e-07,2.87185836660309e-07,3.1185540607916e-07,3.17179367541281e-07,2.92004346575082e-07,2.75359265020021e-07,2.66371983266623e-07,2.81290482174778e-07,3.09497598546553e-07,3.31824485392176e-07,3.13980463995192e-07,3.28425102295302e-07,3.58551143954302e-07,3.37250799735688e-07,3.33978319694026e-07,3.15059098713427e-07,2.84716429929474e-07,2.79408478541818e-07,3.13915066892947e-07,3.23432969722414e-07,3.15184980391463e-07,2.8462763359003e-07,2.66628089795563e-07,2.87982434255493e-07,2.61667617975023e-07,2.36916213012798e-07,2.26468683659552e-07,2.29980248892278e-07,2.22591114040171e-07,2.12081243509792e-07
191,"HRV","Croatia",-9999,-9999,-9999,-9999,-9999,3.43334169691201e-07,3.3104494857518e-07,3.30352808602629e-07,3.17362318131097e-07,3.34823884168168e-07,3.2229098517676e-07,3.26267085030947e-07,3.22781004484687e-07,3.20500265729261e-07,3.10931040853591e-07,2.9978150483738e-07,2.94510446137495e-07,2.95983887758203e-07,2.79865994204502e-07,2.75722588619472e-07,2.73517714681e-07,2.71042528589694e-07,2.55799303199726e-07,2.48829791108405e-07,2.41958526839504e-07,2.40465624639224e-07,2.33256124049672e-07,2.31760264498477e-07,2.146302100359e-07,2.07732025060704e-07,2.17863667389048e-07,1.95683080375643e-07,1.83538193428096e-07
192,"CUB","Cuba",6.27069386329751e-07,6.59728128511699e-07,6.42041121117339e-07,7.08056024250724e-07,7.40155025160487e-07,7.40681034825312e-07,7.09485904174966e-07,7.13581238819948e-07,6.95902621353751e-07,6.52431298014922e-07,6.3469581165808e-07,6.06403348457343e-07,5.97945508696002e-07,5.80072689140043e-07,5.36031571273561e-07,4.82819317057764e-07,4.44565147623125e-07,4.09412527907981e-07,4.12548485210467e-07,4.11751311956912e-07,4.47277267761943e-07,3.9853437166577e-07,3.89929087069511e-07,3.67787177418308e-07,3.60825953826396e-07,3.54744393457768e-07,3.44382410208476e-07,3.12180837805489e-07,2.92967339172762e-07,2.89393074612353e-07,3.08771386687773e-07,3.01875858089026e-07,2.95506068826294e-07
531,"CUW","Curacao",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.30283025332077e-06,1.33595226258186e-06,1.28287040815412e-06,1.28003505745711e-06,1.34022166529732e-06,1.3194064327545e-06,1.35295130951906e-06,1.48639436823285e-06,1.39908019824761e-06,1.43922680886837e-06,9.90545817340219e-07,1.25596839188099e-06,1.52763732108178e-06,1.45218179471218e-06,1.68513782030821e-06,1.81158938746805e-06,1.544274667368e-06,1.25998686586349e-06,1.11870940289408e-06,6.01988721267526e-07,5.94563846208711e-07,5.49672921446231e-07,-9999
196,"CYP","Cyprus",3.71790203442208e-07,4.03156373707366e-07,3.96264639668259e-07,4.09716942143332e-07,4.02425127474001e-07,3.6517263528393e-07,3.80983472066654e-07,3.75391029316608e-07,3.69606252435571e-07,3.65181060925114e-07,3.55824801154016e-07,3.39044854640923e-07,3.36605744743269e-07,3.43804357513705e-07,3.35753154661974e-07,3.25824833560029e-07,3.19103221265865e-07,3.1470179805796e-07,3.10701453335517e-07,3.10006393830241e-07,3.02024368792966e-07,2.91163280038235e-07,2.83035468011929e-07,2.7722166613128e-07,2.95101620624071e-07,2.87571156673788e-07,2.83648394721495e-07,2.7345753757394e-07,2.54254216505979e-07,2.42141041079447e-07,2.42176949068265e-07,2.31162303433466e-07,2.2126659284035e-07
203,"CZE","Czech Republic",7.94065559772006e-07,8.098628650427e-07,7.90661698519845e-07,7.59708976168118e-07,6.98537814765783e-07,6.49662438649882e-07,6.3810796133001e-07,6.2222119030958e-07,5.99186295837618e-07,5.51750758188712e-07,5.74953113826791e-07,5.59615750148413e-07,5.35450809200322e-07,5.30956097041944e-07,5.0999662482253e-07,4.68861695341105e-07,4.42464532347274e-07,4.25437604378253e-07,3.99306971433446e-07,3.94786806490459e-07,3.93827385356507e-07,3.81705571194401e-07,3.75167480785595e-07,3.61240924095688e-07,3.46399594416562e-07,3.32204470321285e-07,3.28952975032292e-07,3.15181344824422e-07,3.01372883611013e-07,2.79604095792035e-07,2.71890120391213e-07,2.74992468660431e-07,2.71793107015891e-07
180,"COD","Dem. Rep. Congo",7.03024191520945e-07,7.49977643541433e-07,8.31817790749594e-07,9.55888079133849e-07,1.00398028812553e-06,1.02920860579233e-06,9.31254863496683e-07,9.66866428072666e-07,9.95755815778984e-07,9.8000808346116e-07,1.06448028119925e-06,1.12704091683459e-06,1.24873748511643e-06,1.26899798879463e-06,1.24683742291747e-06,1.17817316210813e-06,1.14769266985418e-06,1.03646328661625e-06,1.01249254690506e-06,9.85079836252195e-07,9.58889291880154e-07,8.90538297252519e-07,9.20755658413376e-07,9.09266780391928e-07,8.62975018588714e-07,8.13063854236249e-07,8.01380086353544e-07,8.13859655665568e-07,7.5307856846644e-07,7.41614900059605e-07,7.42703430617525e-07,7.19027813795703e-07,6.68140699434462e-07
208,"DNK","Denmark",3.54315737718177e-07,4.0231103144207e-07,3.64634599064702e-07,3.76782605354935e-07,3.75535080960401e-07,3.5146730316259e-07,3.99164102507194e-07,3.46819915719367e-07,3.21605368187092e-07,3.01750851346208e-07,2.74457752373002e-07,2.78534526867783e-07,2.74515329812305e-07,2.92917696956594e-07,2.62576443188495e-07,2.43454714506383e-07,2.60472927194078e-07,2.41928843039883e-07,2.31031586984297e-07,2.32600743059849e-07,2.29967870642785e-07,2.08890354948666e-07,1.93350166030023e-07,1.9715861896756e-07,1.80024364109047e-07,1.67673483065901e-07,1.68642196502082e-07,1.56575670497709e-07,1.52815994127088e-07,1.3893180511371e-07,1.33769865557995e-07,1.30312741054559e-07,1.2405705871397e-07
262,"DJI","Djibouti",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.21517723973844e-07,4.48445540574618e-07,4.2888969899374e-07,3.99418871464736e-07,3.86075915044649e-07,3.77370182314549e-07,3.60226784270654e-07,3.45544321332304e-07,3.4635129848045e-07,3.38858861475147e-07
212,"DMA","Dominica",2.52328204453872e-07,2.51144327892452e-07,2.42376641386998e-07,2.44028083835461e-07,2.5589007342623e-07,2.60611874534732e-07,2.39914318894053e-07,2.47054092532972e-07,2.32682817591031e-07,2.37439832486646e-07,2.65849649284339e-07,2.77253927031068e-07,2.66342168568017e-07,2.73398851964651e-07,3.03683474855845e-07,3.12337358230498e-07,2.87029244006871e-07,3.11895926182653e-07,2.84107603112151e-07,3.09279387442675e-07,2.9128116884597e-07,2.72825761085854e-07,2.89133179384183e-07,2.84266566566732e-07,2.79425363697891e-07,3.0229144535447e-07,2.88712242184152e-07,2.85462811437475e-07,2.84770283762174e-07,2.85135617908392e-07,3.2172594679434e-07,2.94205391652987e-07,2.79646928841932e-07
214,"DOM","Dominican Republic",4.05132191926869e-07,4.24381730232242e-07,3.94375501917591e-07,3.88103600244041e-07,3.89816308549965e-07,4.28573334156603e-07,4.33319431327175e-07,4.13642536838466e-07,3.97819831964911e-07,3.68905106559688e-07,3.65814808779117e-07,3.66256605971274e-07,3.79636355537835e-07,3.87463485840795e-07,3.41307228095656e-07,3.18276091639658e-07,3.06752188910941e-07,3.02963292831505e-07,2.9868083419337e-07,2.94841278971694e-07,2.81416761611928e-07,2.79949526409581e-07,2.72374721760912e-07,2.60934859141771e-07,2.49322658193294e-07,2.46213142239643e-07,2.4040560636684e-07,2.28348595959864e-07,2.26865967854219e-07,2.29991223021192e-07,2.22080802512991e-07,2.00421924727725e-07,1.91889788926869e-07
218,"ECU","Ecuador",4.39016217391466e-07,4.21872691444566e-07,4.92714023494969e-07,5.17809730299731e-07,4.05082543299603e-07,4.95869941530974e-07,5.18867247835052e-07,4.46849022817579e-07,4.52652269843353e-07,4.60206110245029e-07,4.27155298511973e-07,4.54203751358461e-07,4.45622263345999e-07,4.55958421374532e-07,4.50751649553548e-07,4.37541977476816e-07,4.13440490109029e-07,4.34249772640786e-07,3.83615388125937e-07,4.12505947413224e-07,4.23231526056201e-07,4.05380048280971e-07,3.78778854382827e-07,3.75857708022649e-07,3.79788291871788e-07,3.60397670676958e-07,3.5740102670515e-07,3.47511055522928e-07,3.36094655208663e-07,3.47129484654635e-07,3.35419240718063e-07,3.56800366231066e-07,3.588493094476e-07
818,"EGY","Egypt",3.70889839943603e-07,3.91391125070647e-07,3.80025744540551e-07,4.05515738912889e-07,3.79846749338875e-07,3.96333214643018e-07,3.80463334922634e-07,3.89313379467653e-07,3.91762117067414e-07,3.82793309658194e-07,3.90144943521693e-07,3.53045947472445e-07,3.53278072505669e-07,3.80646356881967e-07,3.75635009660395e-07,3.93693006550531e-07,3.87544902613804e-07,3.75852663462165e-07,3.65608488498288e-07,3.58789865504672e-07,3.3472226570238e-07,3.45711069393026e-07,3.35577299224745e-07,3.22758849087362e-07,3.28966703138548e-07,3.11668882642175e-07,3.15023534046976e-07,3.24544188305593e-07,2.9668316596199e-07,2.88922117941782e-07,2.55766077488634e-07,2.65393425815604e-07,2.58151561170418e-07
222,"SLV","El Salvador",2.7248252336284e-07,2.97909774204989e-07,2.88043579799441e-07,2.90325036416735e-07,2.97360653908829e-07,2.89834350058178e-07,2.85869536698133e-07,3.07145246987606e-07,2.98587094260064e-07,2.91789256107792e-07,2.78364304477721e-07,2.90841826637465e-07,2.95329395190137e-07,2.99025029612526e-07,2.9571091308872e-07,2.93898182439091e-07,2.93695822245287e-07,2.90800182163307e-07,2.72326265281284e-07,2.72501553434295e-07,2.63389375566161e-07,2.50422021065292e-07,2.4629927486578e-07,2.23674720205028e-07,2.2487161058972e-07,2.3035815005369e-07,2.19921649102998e-07,2.01556018962978e-07,2.00822584284032e-07,2.12297492164066e-07,2.16821686389932e-07,2.1186245985892e-07,2.09642442038708e-07
226,"GNQ","Equatorial Guinea",5.6078358663039e-07,1.56546237712974e-06,1.95275037970256e-06,2.51078638965103e-06,3.47650536634325e-06,3.37081771211697e-06,3.35430226647907e-06,1.98359812146827e-06,1.9675637440065e-06,1.72183457565497e-06,1.69110036449615e-06,1.14333550408337e-06,7.76351374417224e-07,7.59163436866559e-07,7.82996329776684e-07,6.54105511344854e-07,6.56517263086622e-07,5.8394450700462e-07,5.11356839445161e-07,4.372014937945e-07,5.37471496678254e-07,4.88782984463424e-07,4.85503148311497e-07,5.2345988342906e-07,5.07830077721676e-07,5.45455806927266e-07,5.83617604953397e-07,6.01165458666759e-07,5.07119918625641e-07,4.48478045617189e-07,5.04638934778408e-07,5.14667771519032e-07,4.47280950507458e-07
232,"ERI","Eritrea",-8888,-8888,-8888,-8888,1.29827020586105e-06,1.30835001026437e-06,1.33587899703308e-06,1.34194015799848e-06,1.26417676109117e-06,1.29398300603e-06,1.52550851975927e-06,1.33929106247368e-06,1.28896001569599e-06,1.389427982077e-06,1.39944455337515e-06,1.3847637820141e-06,1.32614994820011e-06,1.38133198805988e-06,1.6829093960357e-06,1.53021113555345e-06,1.36127455634734e-06,1.14209446617599e-06,1.13642212236797e-06,1.27474452896406e-06,9.82664538589634e-07,1.24725696474543e-06,1.1740915263993e-06,1.31142275997793e-06,1.18007028633118e-06,1.14496273281382e-06,-9999,-9999,-9999
233,"EST","Estonia",-9999,-9999,-9999,-9999,-9999,1.22230317636976e-06,1.20614349681727e-06,1.04784266512655e-06,9.29359017508256e-07,8.90308895682694e-07,7.92615837343925e-07,7.64626406323817e-07,6.99111599446048e-07,7.14461840312646e-07,6.73330886834881e-07,6.0689568695098e-07,5.34376057696485e-07,5.85507590074836e-07,5.66458955694983e-07,5.60684057869703e-07,6.81888402481383e-07,6.35684271666438e-07,5.98045785128565e-07,6.38833550470032e-07,6.04357894726256e-07,5.2037067524659e-07,5.31199630624546e-07,5.33934835025567e-07,4.93537463291192e-07,3.60477842025547e-07,2.95935745360506e-07,2.95416737990804e-07,2.91811467626995e-07
748,"SWZ","Eswatini",6.95215533896425e-07,6.84893800494224e-07,6.62996925576133e-07,5.73813281855416e-07,6.54357961207812e-07,6.2625829122341e-07,5.54168780323926e-07,6.0611590311998e-07,5.8348849103512e-07,5.94032262060273e-07,5.61078932787311e-07,5.20287436769049e-07,5.16689517815956e-07,4.92402495500394e-07,4.80585774386614e-07,4.55563321413781e-07,4.17255126960383e-07,4.16449019108926e-07,4.01593382496708e-07,3.85971669843295e-07,3.48625922769099e-07,3.27913204990188e-07,3.32500741286623e-07,3.52837590003392e-07,2.81490086333046e-07,2.82279517583022e-07,2.96824093733464e-07,2.82424201099825e-07,2.82463396161625e-07,2.77618505913236e-07,2.7234380120967e-07,2.57995338083538e-07,2.60701610145495e-07
231,"ETH","Ethiopia",2.05174493932647e-06,2.21736708995517e-06,2.5067567519211e-06,2.05104533502431e-06,2.02940843398785e-06,1.94774188848475e-06,1.81756069270961e-06,1.82061991908034e-06,2.03215724205356e-06,1.92883072273673e-06,1.76218119871742e-06,1.70974715732141e-06,1.86624933267121e-06,1.87965878138467e-06,1.69925164237742e-06,1.58482467111327e-06,1.50575174703991e-06,1.47793715133262e-06,1.38877481722728e-06,1.32122574508428e-06,1.22219527316124e-06,1.09911220190943e-06,1.05780224677117e-06,9.90080634572505e-07,9.41892761527841e-07,8.73712322889514e-07,8.2939916289796e-07,7.775743455318e-07,7.39195018383481e-07,7.27559085759981e-07,7.22263962095705e-07,6.68143655076609e-07,6.53471971718034e-07
234,"FRO","Faeroe Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
238,"FLK","Falkland Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
242,"FJI","Fiji",3.27786631713174e-07,3.14785500186247e-07,3.12406262650312e-07,3.18256157247692e-07,3.11316348931555e-07,3.14407085175526e-07,3.07828581674632e-07,3.10676549506899e-07,3.01093621971881e-07,2.75790797846765e-07,2.86955301506203e-07,3.15556184224579e-07,2.8426111452483e-07,2.96992388484794e-07,3.23428083809303e-07,2.91693197390678e-07,2.99684918122102e-07,2.95685715860603e-07,2.61564574209109e-07,2.49689328348716e-07,2.81649187533149e-07,2.65161394953272e-07,2.58492743064757e-07,2.63111195672449e-07,2.13830175472632e-07,2.13295567653102e-07,2.03774107067381e-07,2.07852518209408e-07,2.05861942195214e-07,2.15965389188889e-07,2.18974121862079e-07,2.28801679380147e-07,1.99462252082372e-07
246,"FIN","Finland",5.2929144682099e-07,5.48144549200221e-07,5.53253747795587e-07,5.71997339307607e-07,5.88124244992861e-07,5.37947894992103e-07,5.48991131982296e-07,5.08988221946637e-07,4.58937950254703e-07,4.46038379811741e-07,4.12873684161959e-07,4.30302183506198e-07,4.32430527595463e-07,4.63556653493401e-07,4.41628933272711e-07,3.68525351142246e-07,4.10775614326834e-07,3.67369874243766e-07,3.32026988083872e-07,3.45688665692148e-07,3.72440543573709e-07,3.31096694579767e-07,3.20134167009311e-07,3.21603496397348e-07,3.03188547757532e-07,2.82418999910849e-07,2.75953518035806e-07,2.57806390734905e-07,2.58336918042645e-07,2.42141369160307e-07,2.26966218046567e-07,2.16093086164187e-07,2.01929823563541e-07
250,"FRA","France",2.84169429246103e-07,2.96127187045083e-07,2.86136900367861e-07,2.76870506312823e-07,2.67472053759049e-07,2.65599873841517e-07,2.71256139637878e-07,2.59897195617112e-07,2.52660815655176e-07,2.38998813417927e-07,2.2756514966636e-07,2.24685564868846e-07,2.19514658468879e-07,2.19825411448869e-07,2.13628354047369e-07,2.10336235046602e-07,2.01319676673246e-07,1.93378788349889e-07,1.9020055241452e-07,1.87743638479244e-07,1.86624622026265e-07,1.73581698493533e-07,1.73879271296638e-07,1.73860280944866e-07,1.60893656748002e-07,1.60461925880483e-07,1.59202442451688e-07,1.56521124867648e-07,1.47444896377338e-07,1.41765433364227e-07,1.40631248016516e-07,1.39136647569448e-07,1.31783528413577e-07
258,"PYF","French Polynesia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
266,"GAB","Gabon",1.01770115538947e-06,9.83736104497564e-07,1.09442168483826e-06,1.06093776201622e-06,1.0075643400624e-06,1.07909023296644e-06,1.159364667628e-06,1.01967250375025e-06,1.14753514173484e-06,1.18889457659607e-06,1.23416458050772e-06,1.24943936155044e-06,1.21837367880079e-06,1.31173280586554e-06,1.22377216373732e-06,1.12498598049834e-06,1.00388886308162e-06,8.22199860646181e-07,9.17158775569408e-07,8.87688983947304e-07,8.55686990256526e-07,7.95231306930772e-07,7.42678026673603e-07,7.01454509003197e-07,6.87002982895512e-07,6.86397461338176e-07,6.7321116195101e-07,6.2325907615002e-07,5.72380635849812e-07,5.98940464937252e-07,6.10627553754862e-07,5.73260881607978e-07,5.42635820904108e-07
270,"GMB","Gambia",5.58533875616531e-07,5.58297765722336e-07,5.37693396399472e-07,5.22018219776697e-07,5.38357361161435e-07,5.480292233548e-07,5.6200979003034e-07,5.18148644141639e-07,5.25899788920092e-07,4.99152709449367e-07,4.99529015537972e-07,4.49268274186838e-07,4.63166827472294e-07,4.62510801251989e-07,4.64741363884287e-07,4.89734359965312e-07,5.18420558594237e-07,5.03106823406091e-07,5.13199568470251e-07,5.6675174356875e-07,5.73183360121451e-07,5.38571089378179e-07,5.32671950178468e-07,5.35956125737476e-07,5.78312706754006e-07,6.07883516184861e-07,5.67522910098991e-07,5.38053074872657e-07,5.03538238775667e-07,5.06249864760519e-07,5.07398070543752e-07,4.98067089359413e-07,4.78922262301029e-07
268,"GEO","Georgia",4.16789914143389e-07,5.18688655175147e-07,9.12008118756021e-07,9.38409099513587e-07,7.4294289347117e-07,4.63594710047359e-07,5.36623209976765e-07,5.13257176026002e-07,5.14044867671047e-07,4.76255545953303e-07,4.81992443555188e-07,4.09011524195306e-07,3.86671493264112e-07,3.71165931848381e-07,3.7328471517047e-07,3.70110701597483e-07,3.71285342427715e-07,3.38580096351987e-07,2.94826525453345e-07,3.31478370470362e-07,3.00965072932428e-07,3.24531292847787e-07,3.24959428220751e-07,3.09113826266832e-07,3.18116415556135e-07,3.17920169079319e-07,3.15801023441908e-07,3.02031506183971e-07,2.84284139919477e-07,2.83559988209353e-07,3.00825415555508e-07,2.79512816255032e-07,2.5508357910745e-07
276,"DEU","Germany",4.3850512240216e-07,4.03238338796928e-07,3.77140695758097e-07,3.75541466465343e-07,3.62285386561153e-07,3.54724611189709e-07,3.57822266465756e-07,3.41488181244155e-07,3.26226782364259e-07,3.10294955789425e-07,3.02102714191779e-07,2.99094428490939e-07,2.93767847053695e-07,2.95285090107461e-07,2.8714592319387e-07,2.78675789866009e-07,2.70614736580133e-07,2.55559707652425e-07,2.52842403361534e-07,2.49355690160411e-07,2.50565167504938e-07,2.34600319758289e-07,2.34876805005919e-07,2.39131722752567e-07,2.24457941341786e-07,2.21663587998353e-07,2.17285653797236e-07,2.07733183752437e-07,1.97942976547395e-07,1.84439684311882e-07,1.7663279311462e-07,1.78988755202336e-07,1.72375336991349e-07
288,"GHA","Ghana",4.22621855232379e-07,4.24141839817492e-07,3.93974526456803e-07,3.94873523126545e-07,4.02043860042745e-07,3.91207265303411e-07,3.97974765118694e-07,4.02621352912635e-07,4.05289832315748e-07,3.73129842016206e-07,3.80587060415921e-07,3.47455790026215e-07,3.41961274900549e-07,3.41862300095851e-07,3.16904116439213e-07,3.21977480934497e-07,3.35236782144402e-07,3.23115913152728e-07,3.08934203658433e-07,2.72521444235172e-07,2.78416954724601e-07,2.83717098662216e-07,2.77828346059552e-07,2.72707820024648e-07,2.72979374118009e-07,2.83818104842007e-07,2.69072003900842e-07,2.57386331314766e-07,2.62458826508248e-07,2.65237818834421e-07,2.90650287234505e-07,2.80031361856507e-07,2.75075634578817e-07
300,"GRC","Greece",4.2508891211141e-07,4.10060020479824e-07,4.12995451499846e-07,4.15561658784161e-07,4.16925289566158e-07,4.10731784997173e-07,4.07273478309557e-07,4.06332146739998e-07,4.08363142698054e-07,3.94285563156047e-07,3.96867669639025e-07,3.85658429486369e-07,3.72175086314685e-07,3.6353229972471e-07,3.49572075028309e-07,3.60222532874361e-07,3.38074943673193e-07,3.34789617315812e-07,3.26814854511847e-07,3.23115817547705e-07,3.23496717374172e-07,3.51040280307364e-07,3.67454570156285e-07,3.44170834916121e-07,3.31333906083711e-07,3.1834691703947e-07,3.06893689181971e-07,3.14736288678656e-07,2.97000871280739e-07,2.70143811252649e-07,2.58790880947805e-07,2.43893103515361e-07,2.36617637191799e-07
304,"GRL","Greenland",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
