STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,AGG_METHOD,AGG_METHOD_LABEL,DECIMALS,DECIMALS_LABEL,DATABASE_ID,DATABASE_ID_LABEL,COMMENT_TS,UNIT_MULT,UNIT_MULT_LABEL,DATA_SOURCE,DATA_SOURCE_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,COMMENT_OBS,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BHS,"Bahamas, The",WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,128.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BHR,Bahrain,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,0.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BGD,Bangladesh,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,14.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,13.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,67.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BLZ,Belize,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,106.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEN,Benin,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,70.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BMU,Bermuda,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,75.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BES,Bonaire (Neth.),WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,30.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,5194.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,VGB,British Virgin Islands,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,12.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRN,Brunei Darussalam,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,27.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BGR,Bulgaria,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,49.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CPV,Cabo Verde,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,117.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KHM,Cambodia,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,46.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CMR,Cameroon,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,355.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,1452.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYM,Cayman Islands,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,42.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GGY,Guernsey,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,0.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,JEY,Jersey,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,0.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,951.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHN,China,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,2536.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CXR,Christmas Island,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,40.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CCK,Cocos (Keeling) Islands (Aus.),WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,9.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COL,Colombia,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,2436.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COM,Comoros,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,47.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COD,"Congo, Dem. Rep.",WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,266.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COG,"Congo, Rep.",WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,46.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COK,Cook Islands,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,23.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CRI,Costa Rica,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,3621.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CIV,Cote d'Ivoire,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,58.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,67.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CUB,Cuba,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,860.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CUW,Curacao,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,23.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,76.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DNK,Denmark,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,90.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DJI,Djibouti,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,5.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DMA,Dominica,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,33.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DOM,Dominican Republic,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,408.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ECU,Ecuador,WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,1822.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EGY,"Egypt, Arab Rep.",WB_GBIOD_N_SPP_SMALL50XENDEMIC100,Number of endemic species with small occurrence regions (50x50),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2024,38.0,_Z,Not Applicable,0,Zero,WB_GBIOD,Global Biodiversity Data,land-eez,0,Units,nan,,COUNT,Count (Integer),P1Y,Annual,,nan,,nan,
